alternative,,adj. 另一可选的，另外的；n. 可选事物，另一种选择
altitude,,n. 高度
latitude,,n. 纬度
platitude,,adj. 陈词滥调
aluminum,,n. 铝
amateur,,adj. 业余的；n. 业余爱好者
amaze,,vt. 使吃惊，使惊叹
amazement,,n. 惊愕，惊异
amazing,,adj. 令人惊异的
ambience,,n. 周围环境，气氛
ambition,,n. 雄心，抱负
ambitious,,adj. 有雄心的，渴望成功的
ambivalent,,adj. 有矛盾情绪的，举棋不定的
ambivalence,,n. 矛盾心理
amble,,vi. 漫步，缓行
scramble,,vt. 攀爬；搅乱，使混杂
amenable,,adj. 顺从的；应服从的
amendment,,n. 改正，修正
Amendment,,n. 宪法修正案
amend,,vt. 改正，修正
amenity,,n. pl.生活福利设施，文娱康乐场所；n. （不可数）愉快，适意
amid,,prep. 在…中
pyramid,,n. 金字塔；金字塔现象/形状
amnesia,,n. 健忘症
amount,,n. 量，总合；vi. 总计；等于
ample,,adj. 富足的，充足的
trample,,vt. 践踏，踩坏
amplify,,vt. 放大；扩大；增强
amplification,,n. 扩大
an army of,,（词组）大群的，大量的
analogy,,n. 类比，类推；n. 类此物
analogous,,adj. 类似的
analyze,,vt. 分析，分解
analysis,,n. 分析；分析报告
psychoanalysis,,n. 心理分析
anarchist,,n. 无政府主义者
anatomy,,n. 解剖；解剖学
ancestor,,n. 祖先，祖宗
ancestry,,n. 家系，血统
ancestral,,adj. 祖先的，祖传的
anecdotal,,adj. 轶闻的，多轶闻趣闻的
anecdote,,n. 短故事，轶事
anesthesia,,n. 麻醉
anesthetic,,n. 麻醉剂，麻药
angular,,adj. 有角的，尖角的
rectangular,,n. 矩形的，成直角的
animated,,adj. 活生生的；活泼的，生动的
annex,,vt. 兼并，附加
annihilate,,vt. 消灭；消减
announce,,vt. 宣布，发表，通告
announcement,,n. 宣告，发表
announcer,,n. 广播员；报幕员
annoy,,vt. 使恼怒；打扰
annoying,,adj. 恼人的，讨厌的；使人愤怒的
annual,,adj. 每年的
annually,,adv. 一年一次，每年
anomaly,,n. 异常，不规则；异常的人或物
anonymous,,adj. 匿名的
anthem,,n. 圣歌，赞美诗
anthology,,n. 诗集，文选
anthropology,,n. 人类学
antibiotic,,adj. 抗菌的，抗生的；n. antibiotics 抗生素
anticipate,,vt. 预期，预料
anticipation,,n. 期望，预料
antiquate,,vt. 使古旧，废弃
antiquated,,adj. 陈旧的，过时的
antique,,n. 古董；adj. 古时的，过时的
antiquity,,n. 古迹；古物；n. 古代；n. 古老
antiseptic,,n. 防腐剂，杀菌剂
anxious,,adj. 渴望的；担忧的
apart from,,（词组）除…之外
apologize,,vi. 道歉
apology,,n. 道歉，歉意
appeal,,n. 吸引力；vi. 吸引；vi. 上诉，申请
appealing,,adj. 动人的，媚人的
appetite,,n. 胃口，食欲
applaud,,vi. 喝彩，欢呼
applicant,,n. 申请人
apply,,v. 应用，适用；vi. 申请
application,,n. 申请；n. 施用，运用；作用，影响
appliance,,n. 用具，器具
appoint,,vt. 任命，选派
appointment,,n. 约会；n. 指定
disappointment,,n. 失望
apportion,,vt. （按比例或计划）分配
appraisal,,n. 评价，估价
appreciable,,adj. (数量或变化)很大的，值得重视的
appreciate,,vt. 赏识；鉴赏；vt. 感激
appreciation,,n. 欣赏；口味，兴趣
apprentice,,n. 学徒
approach,,n. 方法；vt. 接近，靠近
approaching,,adj. 接近的，逼近的
appropriate,,adj. 适当的，恰当的；vt. 拨款
appropriation,,n. 拨款
approve,,vt. 批准；vi. 赞成，同意
approval,,n. 赞成，正式批准
disapproval,,n. 不赞成
approximate,,v. 接近，近似；adj. 大约的，估计的
approximately,,adv. 近似地，大约
apt,,adj. 恰当的，贴切的；adj. 易于…的
aptly,,adv. 适当地，得体地
aquatic,,adj. 水生的，水栖的
aquarium,,n. 水族馆
arbitrary,,adj. 专横的，专制的，武断的
arboreal,,adj. 树栖的；树的
arc,,n. 弧形，拱形
archaeology,,n. 考古学
archaeological,,adj. 考古学的
archipelago,,n. 群岛
architect,,n. 建筑师
architecture,,n. 建筑；建筑学
architectural,,adj. 建筑上的；建筑学的
ardent,,adj. 热烈投入的，极热心的
arduous,,adj. 费力的，艰难的
arena,,n. 竞技场，舞台
aria,,n. 独唱曲，咏叹调
arid,,adj. 干旱的；贫瘠的
semiarid,,adj. 雨量非常少的，半干旱的
arithmetic,,n. 算数
armor,,n. 装甲；装甲车
armored,,adj. 披甲的，装甲的
arms,,n. 武器，兵种
armory,,n. 纹章；兵工厂，军械库
aroma,,n. 香气，芬芳，芳香
aromatic,,adj. 芬芳的
arouse,,vt. 刺激，激起；唤醒
arrange,,vt. 计划，准备；vt. 整理，摆放
arrangement,,n. 排列，安排
array,,n. 展示，陈列；一系列
arsenal,,n. 兵工厂，军械库
arthritis,,n. 关节炎
article,,n. 论文，文章；n. 物品；n. 条款
particle,,n. 点，微粒
articulate,,vt. 清楚地讲话，清晰地发音；adj. 善于言辞的；表达清晰的
particulate,,adj. 微小的
artificial,,adj. 人造的，人工的；adj. 虚假的，矫揉造作的
artisan,,n. 手工业工人，手艺人
as far as,,（词组）就...来说；远及
as such,,（词组）就象这样做，就本身而论
as a rule,,（词组）通常，总的来说
as a rule of thumb,,（词组）大概来说
ascend,,vt. （渐渐）上升，升高；攀登
ascending,,adj. 上升的，向上的
ascent,,n. 攀登，上升
ascribe,,vt. 把…归于
aspect,,n. (问题的)方面；(事物的)一部分；n. 观点，角度
aspiring,,adj. 有抱负的，有理想的，积极向上的
aspiration,,n. 雄心，抱负
assault,,n. （武力）袭击；（口头）攻击
assemble,,vt. 集合，装配；vi. 聚集
assembly,,n. 集会；参加集会的人们；n. 装配，安装
assembly line,,（词组）装配线，流水线
assemblage,,n. 集合，组合
assert,,vt. 声称，坚持
assess,,vt. 估计，分析，评估
assessment,,n. 估价，评估
asset,,n. assets 财产，资产；n. 优势；重要的品质
cassette,,n. 盒式磁带
videocassette,,n. 录像带
assignment,,n. 任务，作业；n. 分配
assimilate,,vt. 学习，吸收（知识）；vt. 吃，吸收
assistant,,n. 助手，助教；adj. 辅助的，助理的
assist,,vt. 援助，帮助
assistance,,n. 协助，援助
assistantship,,n. 研究生助教奖学金
associate,,v. 关联，联合；n. 伙伴；adj. 准的/副的（比正职低一级）
association,,n. 关联，联合；n. 协会
assorted,,adj. 各式各样的，多样混合的
assortment,,n. 各类物品的聚集，混合物
assume,,vt. 假定，设想；vt. 承担(责任)；采用(形式或姿势)
assumption,,n. 假设；就职
assure,,vt. 确保；向…保证，使确信
assuredly,,adv. 确实地，确信地
reassure,,vt. 使...安心，打消...疑虑
astonish,,vt. 使惊讶
astonished,,adj. 惊讶的
astonishing,,adj. 惊人的，奇迹的
astound,,vt. 使惊异
astounding,,adj. 令人吃惊的
astronomical,,adj. 天文学的
astronomy,,n. 天文学
astronomer,,n. 天文学家
astute,,adj. 机敏的，精明的
asymmetrical,,adj. 不均匀的，不对称的
at intervals,,（词组）不时；相隔一段距离
at one session,,（词组）一下子，一次性
at the cutting edge of,,（词组）在…的关键时刻/状态/位置
atheist,,n. 无神论者
theist,,n. 有神论者
athlete,,n. 运动员
atmosphere,,n. 大气，大气层；（某地的）空气
atom,,n. 原子
atomic,,adj. 原子的；微小的
atomization,,n. 原子化；雾化
atrophy,,n. 萎缩；萎缩症
attachment,,n. 依恋，喜欢；n. 附件，附加装置，配属
attach,,vt. 系，缚
attached,,adj. 附加的，附属的
attain,,vt. 达到，获得
attainment,,n. 成就
attempt,,n./vi. 尝试
attend,,vt. 参加；入学；vt. 照顾
attendant,,n. 侍者，护理人员；adj. 伴随的
attendance,,n. 出席，出席的人数
attention,,n. 注意，重视，关心
attire,,n. 穿着，服饰（正规服装的总称）
attorney,,n. 代理人，辩护律师
attract,,vt. 吸引；引起注意
attraction,,n. 吸引；吸引人的事物
attractive,,adj. 吸引人的，有魅力的
attribute,,n. 属性，品质；vi. 把…归于，归因于
audible,,adj. 听得见的
audit,,vt. 旁听；稽核，审查
audience,,n. 观众
auditorium,,n. 大礼堂
audition,,n. （对艺人的）面试（试演/试唱）
auger,,n. 螺丝钻，钻孔机
augment,,vt. 增加，增大
aurora,,n. 极光=auroral light
authentic,,adj. 真的；可靠的，确实的
authenticate,,vt. 证明…为真
authority,,n. 权力，权限；权威人士；n. authorities 当局
authorize,,vt. 授权，批准
autobiography,,n. 自传
autobiographical,,adj. 自传的，自传体的
biography,,n. 传记
automated,,adj. 自动的
automatic,,adj. 自动(化)的；无意识的，机械的
autonomy,,n. 自治，自治权
autonomous,,adj. 自治的，独立的
auxiliary,,adj. 辅助的；补充的
available,,adj. 自由的，有空的；adj. 可利用的，可得到的
avalanche,,n. 雪崩
avant-garde,,n. 先锋派(艺术流派)；先锋，前卫
average,,adj. 一般的，通常的；平庸的；n. 平均水平；平均数；vt. 平均为
aversion,,n. 厌恶，憎恨
averse,,adj. 反对的，不愿意的
avert,,vt. 转移；避免，规避
aviation,,n. 航空；航空学
aviator,,n. 飞行员，飞行家
avid,,adj. 渴望的；热心的
avocation,,n. 副业；业余爱好
avocational,,adj. 副业的，嗜好的
avoid,,vt. 躲避，规避
avoidable,,adj. 可避免的
avoidance,,n. 避免
awareness,,n. 意识
awkward,,adj. 笨拙的，不灵活的
awkwardly,,adv. (见到生人)局促不安地，笨拙地
axis,,n. 轴；轴心
baby-sitter,,n. 临时保姆，代人照顾婴儿者
bachelor,,n. 学士（学位）；单身汉
back and forth,,（词组）来来回回，来回地
backbone,,n. 骨干，支柱；n. 脊椎，中枢
backdrop,,n. 舞台背景；背景
baggage,,n. 行李
balance,,n. 平衡；vt. 使平衡，使均衡
balanced,,adj. 均衡的；平稳的
imbalance,,n. 不平衡，不均衡
overbalance,,vi. 失去平衡
bald,,adj. 秃头的；光秃的
bald eagle,,（词组）秃头鹰（美国国鸟）
ballet,,n. 芭蕾舞
balloon,,n. 气球
balloonist,,n. 气球驾驶者
balmy,,adj. 芳香的；（空气）温和的
ban,,vt. 禁止，查禁
banner,,n. 旗帜，标语，横幅
banker,,n. 银行家
bang,,v. 发出砰的一声，重击
Cuban,,n./adj. 古巴人；古巴（人）的
band,,n. 乐队；队；n. （光或颜色的）带；带子；vi. 联合，集合
bandleader,,n. 乐队指挥
bandmaster,,n. 乐队指挥
bandanna,,n. 大手帕
bankruptcy,,n. 破产
bankrupt,,adj. 破产了的；v. （使）破产
bar,,n. 酒吧 snack bar 快餐店；n. 条，棒；栅；n. 律师业
barb,,n. （鱼钩等的）倒钩；倒刺
barbed wire,,（词组）带倒钩的铁丝（铁丝网）
barbecue,,n. 烤肉野餐
barber,,n. 理发师
bare,,adj. 无遮蔽的，赤裸的，光（秃）的；adj. 仅有的，勉强的
barely,,adv. 仅仅；adv. 几乎不能
barge,,n. 驳船
bark,,n. 树皮；n./vi. 狗叫，咆哮
barn,,n. 谷仓；畜棚
baroque,,adj. 高度装饰的，过分雕琢的
barrel,,n. 桶
barren,,adj. 贫瘠的；荒凉的
barrenness,,n. 荒凉
barrier,,n. 屏障，障碍；栅栏
barter,,n./v. 物品交换，易货贸易
basement,,n. 地下室
basin,,n. 盆；盆地
be taken by,,（词组）被迷住，被吓住
be up to,,（词组）由…做；胜任，从事于
bead,,n. 珠子；（液体）小滴
beaded,,adj. 以珠装饰的，珠状的
beak,,n. 鸟喙
beam,,n. 大梁；n. （光线的）束，柱
girder,,n. 钢结构大梁
bear,,vt. 负担，支撑；vt. 具有，带有；vt. 生产，生育；n. 熊（polar bear 北极熊，grizzly bear 灰熊）
unbearable,,adj. 无法忍受的，承受不住的
forebear,,n. 祖先，祖宗
beard,,n. 胡须
beat,,v. 打击，敲击；打败；adj. 疲倦的；n. （音乐）拍子
bedrock,,n. 基础；基石
behalf,,n. 代表…，作为…的代表
behave,,vi. 举止，表现
behavior,,n. 举止，行为
belie,,vt. 给人错觉；掩饰
believe in,,（词组）相信
bellows,,n. 风箱
below,,prep./adv. 在…下面
belong to,,（词组）属于
beneath,,prep./adv. 在…之下
benefit,,n. 利益，好处；vt. 有益于，有助于
beneficial,,adj. 有益的，有利的
benign,,adj. （病）良性的；亲切和蔼的
bequest,,n. 遗产；遗赠
besides,,adv. 除了…（还有）
besiege,,vt. 围攻；困扰
bestow,,vt. 给与，赐赠
betray,,vt. 背叛；vt. （非故意地）暴露，显露
beverage,,n. （除水之外的）饮料
bias,,n. 偏见，偏好
unbiased,,adj. 没有偏见的
bicameral,,adj. 两院制的，有两个议院的
bilateral,,adj. 两边的；双边的
bill,,n. 帐单，发票；n. （细长或扁平的）鸟嘴；n. 议案，法案；n. 钞票，纸币
hillbilly,,n. 山地内部的贫农，山里人
billion,,n./adj. 十亿（的）
biography,,n. 传记
autobiography,,n. 自传
biographer,,n. 传记作家
biologist,,n. 生物学家
biological diversity,,（词组）生物多样性
bison,,n. 美洲或欧洲的野牛
bitter,,adj. 苦（味）的；adj. （令人）痛苦的；尖酸刻薄的
bitterness,,n. 苦味；辛酸，苦难
bizarre,,adj. 奇异的，古怪的
blame,,vt. 谴责，责备；n. 过失，责备
bland,,adj. 淡味的；无味的
blanket,,n. 毯子；厚的遮盖物
blast,,vi. 爆破；n. 一阵（风、气流或噪音）
blast furnace,,（词组）鼓风炉
blazing,,adj. 炽烧的；闪耀的
blaze,,vi. 燃烧，照耀；n. 火焰，光辉
ablaze,,adj. 着火的，闪耀的
bleach,,vt. 去色，漂白
bleak,,adj. 荒凉的；凄凉的
blend,,vt. 混合，掺混；n. 混合（物）
blessing,,n. 祝福，恩赐
blink,,v. 眨眼
blizzard,,n. 暴风雪
block,,n. 一块（木头或石头等）；n. 街区；vt. 阻碍，阻止
bloom,,n./vi. 花/开花
blossom,,n./vi. 花/开花
blues,,n. 抑郁，沮丧；布鲁斯音乐
bluff,,n. 悬崖，绝壁；v.诈骗，吓唬
blunt,,adj. 直言不讳的；adj. 钝的，不锋利的，不尖的
blush,,vi. 脸红，羞愧
board,,n. （薄而平的）木板；n. 委员会；n. 膳食费用；vt. 上（船、飞机等）
aboard,,prep./adv. 在（船、飞机、车）上/上（船、飞机、车）
boarder,,n. 寄宿者；寄生者
boardinghouse,,n. 寄宿公寓
keyboard,,n. 键盘
cupboard,,n. 食橱，碗碟柜
boast,,n./v. 自夸，以有…而自豪
boastful,,adj. 吹嘘的，自负的
boiling point,,（词组）沸点
bold,,adj. 勇敢的，大胆的；放肆/无礼的
bolster,,n. 垫子，枕垫；vt. 支持
bonanza,,n. 富矿带；幸运，带来好运的事
bond,,n. 联结，联系；粘连；化学键；n. 公债
boom,,n. 繁荣；vi. 急速发展
baby boom,,（词组）生育高峰
boon,,n. 恩惠，恩赐
baboon,,n. 狒狒
boost,,vt. 增加，提高，促进
boring,,adj. 令人厌烦的
boredom,,n. 烦恼，无聊
bore,,vt. 钻孔；令人厌烦
boulder,,n. 巨石
bounce,,vi. 跳起，弹回
bound,,adj. 被束缚的；有义务的；n. 范围，限制
boundary,,n. 分界线，边界
boundless,,adj. 无限的，无边无际的
bouquet,,n. 花束
bow,,n. 弓；弓形
bowlegged,,adj. 弯脚的
bowl,,n. 碗，碗状物
elbow,,n. 肘
rainbow,,n. 彩虹
braid,,vt. 编织
brain,,n. 脑，大脑；头脑，智力
brawl,,n. 争吵
brawling,,n. 争吵，喧嚷
breach,,vt. 打破，突破；n. 违背，破坏
break apart,,（词组）分开，分裂
break all ties with,,（词组）与…断绝一切关系
break out,,（词组）爆发；发生
breakdown=break down,,n. 失败；故障；n. 分解；细目分类
breakup,,n. 分裂，分离
break up,,（词组）分裂，分离
breathless,,adj. 无声息的，喘不过气来的
breathing,,n. 呼吸
breath,,n. 呼吸，气息
breathe,,v. 呼吸，呼出
breathtaking,,adj. 令人激动的；惊人的
breed,,vt. 养育，繁殖
crossbreeding,,n. 异种交配，杂交
breeze,,n. 微风
brighten,,v. 点亮；vt. 使愉快；使乐观
brilliance,,n. 聪明；辉煌
brilliantly,,adv. 辉煌地，灿烂地
brim,,n. 边；边缘
broad-brimmed,,adj. 宽边的
briny,,adj. 盐水的，咸的
brisk,,adj. 活泼的，轻快的
briskness,,n. 敏捷，活泼
brittle,,adj. 易碎的
broaden,,v. 放宽，变宽，扩大
brochure,,n. 小册子
bronze,,n. 青铜；铜像
sun-bronzed,,adj. 被太阳晒成古铜色的
brook,,n. 小河
brown,,n./adj. 褐色（的），棕色（的）；vt. （使）成褐色，晒黑
brownish,,adj. 成褐色的
bubble,,n. 气泡，水泡
buckle,,n. 皮带扣环；v. 扣紧；（使）变弯曲
bud,,n. 芽，蓓蕾；vi. 发芽
buddy,,n. 密友，伙伴
budget,,n. 预算
buggy,,n. 小马车，童车
building block,,（词组）积木
bulb,,n. 球茎，球状物
bulk,,n. 大批；大部分；n. 大小，体积
bulky,,adj. 庞大的，笨重的
bump,,n. 肿块；突起；v. 碰（伤），撞（破）
bunch,,n. 串，束；群；vi. 捆成一束；聚集
bundle,,n. 捆，束，包；vt. 捆
burdensome,,adj. 繁重的，劳累的
burgeon,,vi. 迅速成长，发展
burning,,n./adj. 燃烧（的）；adj. 强烈的
burrow,,n. 洞穴；vi. 挖地洞
bush,,n. 矮树丛
bust,,n. 半身像，半身雕像
combustion,,n. 燃烧
combustible,,adj. 易燃的
robust,,adj. 精力充沛的
statue,,n. 全身雕像
bustle,,n. 喧闹，匆匆忙忙
butter,,n. 奶油
buzz,,n./v. 嗡嗡声；发出嗡嗡声
buzzer,,n. 蜂鸣器
by a factor of,,（词组）翻…倍
by chance,,（词组）偶然
by far,,（词组）迄今为止
by-product,,n. 副产品
cab,,n. 出租马车、汽车
taxicab,,n. 出租车
the Cabinet,,n. 内阁    cabinet  n. 橱柜
cabinetmaker,,n. 家具师，细木工匠
cabin,,n. 小屋；船舱
log cabin,,（词组）小木屋
cacti,,n. （pl）仙人掌-单数cactus
cadence,,n. （语调的）抑扬顿挫
calculate,,vt. 计算；估计
calculation,,n. 计算，考虑
calculator,,n. 计算器
calibration,,n. 校准；标度，刻度
calm,,adj. （天气、海洋等）静的，平静的；adj. 镇静的，沉着的；vt. 使平静，使镇定，平息
campaign,,n. (政治或商业性)活动，竞选活动
champion,,n. 冠军  vt.拥护，支持
championship,,n. 锦标赛
cancel,,vt. 取消
cancellation,,n. 取消
candid,,adj. 率直的，坦白的
candidate,,n. 候选人
cannibalism,,n. 同类相食
canopy,,n. 天篷，遮篷
canvas,,n. 帆布；画布
canyon,,n. 峡谷
capability,,n. 能力
capable,,adj. 有能力的
capacity,,n. 容量；能力
captivity,,n. 囚禁，拘留
carapace,,n. （蟹或龟的）甲壳
carat,,n. （宝石重量单位）克拉
carbohydrate,,n. 碳水化合物
cardiac,,adj. 心脏的
cardinal,,adj. 首要的，主要的；n. 一种美洲鸟，雄性有深红色羽毛
career,,n. 生涯，职业
careerism,,n. 野心，追求名利
careless,,adj. 粗心的，疏忽的
carelessly,,adv. 不注意地，粗心地
careful,,adj. 小心的，仔细地
cargo,,n. 货物
caricature,,n. 讽刺画
carnival,,n. 狂欢节
carnivorous,,adj. 食肉的
carve,,vt. 切开；雕刻
carver,,n. 雕刻匠，雕工
carving,,n. 雕刻品，雕花
cast,,vt. 浇铸；vt. 投，抛
casting,,n. 铸件，铸造
cast-iron,,adj. 铸铁的
cast off,,（词组）丢弃，摆脱
cast away,,（词组）使失事，使漂流
forecast,,n./vt. 预测，预报
broadcast,,n./vt. 广播；传播
rebroadcast,,vt. 重播
newscast,,n. 新闻广播
overcast,,adj. 阴天的，阴暗的
casual,,adj. 非正式的，随便的；漫不经心的
catalyst,,n. 催化剂；促使事情发展的因素
catalyze,,vt. 促使；激励
catastrophe,,n. 异常的灾祸
catching,,adj. 传染的；有魅力的，迷人的
eye-catching,,adj. 引人注目的，耀眼的
catch on,,（词组）理解，领会
categorize,,vt. 分类
category,,n. 种类，类目；范畴
cater,,vi. 满足需要，迎合
caterpillar,,n. 毛虫
cathedral,,n. 总教堂，大教堂
cause,,vt. 导致，引起；n. 原因；事业
cautious,,adj. 小心的，谨慎的
cautiously,,adv. 小心地，谨慎地
caution,,n. 小心，谨慎；vt. 警告
cavern,,n. 大山洞，大洞穴
cavity,,n. 洞；腔
cease,,v. 停止，终止
ceaseless,,adj. 不停的
celebrated,,adj. 有名的，大名鼎鼎的
celebrate,,vt. 庆祝，祝贺；表扬，赞美
